DATE,DATE,LATITUDE,LONGITUDE,STREET1,STREET2,ROAD_CLASS,District,LOCCOORD,ACCLOC,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL
2010-12-08 05:00:00,2010-12-08 05:00:00,43.821845,-79.31499000000001,4472 STEELES AVE E,,Major Arterial,Scarborough,Mid-Block,,None,South,"Automobile, Station Wagon",Turning Left,Driving Properly,,,,
2010-12-08 05:00:00,2010-12-08 05:00:00,43.821845,-79.31499000000001,4472 STEELES AVE E,,Major Arterial,Scarborough,Mid-Block,,Major,East,Other,,,,,,
2010-06-06 04:00:00,2010-06-06 04:00:00,43.658744,-79.389987,UNIVERSITY AVE,ORDE ST,Major Arterial,Toronto and East York,Intersection,,,,Other,,,,,,
2010-06-06 04:00:00,2010-06-06 04:00:00,43.658744,-79.389987,UNIVERSITY AVE,ORDE ST,Major Arterial,Toronto and East York,Intersection,,None,South,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,,,,
2010-06-06 04:00:00,2010-06-06 04:00:00,43.658744,-79.389987,UNIVERSITY AVE,ORDE ST,Major Arterial,Toronto and East York,Intersection,,Fatal,West,Other,,,,,,
2015-05-22 04:00:00,2015-05-22 04:00:00,43.727645,-79.340846,DON MILLS RD,GREEN BELT DR,Major Arterial,North York,Intersection,Intersection Related,None,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2015-05-22 04:00:00,2015-05-22 04:00:00,43.727645,-79.340846,DON MILLS RD,GREEN BELT DR,Major Arterial,North York,Intersection,Intersection Related,Minor,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,Yes,,
2015-05-22 04:00:00,2015-05-22 04:00:00,43.727645,-79.340846,DON MILLS RD,GREEN BELT DR,Major Arterial,North York,Intersection,Intersection Related,Fatal,Unknown,,,,,Yes,,
2015-05-22 04:00:00,2015-05-22 04:00:00,43.727645,-79.340846,DON MILLS RD,GREEN BELT DR,Major Arterial,North York,Intersection,Intersection Related,Minor,Unknown,,,,,Yes,,
2010-07-22 04:00:00,2010-07-22 04:00:00,43.687145,-79.43869000000001,OAKWOOD AVE,ROGERS RD,Minor Arterial,Toronto and East York,Intersection,At Intersection,None,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2010-07-22 04:00:00,2010-07-22 04:00:00,43.687145,-79.43869000000001,OAKWOOD AVE,ROGERS RD,Minor Arterial,Toronto and East York,Intersection,At Intersection,Major,West,Other,,,,Yes,,
2010-07-22 04:00:00,2010-07-22 04:00:00,43.687145,-79.43869000000001,OAKWOOD AVE,ROGERS RD,Minor Arterial,Toronto and East York,Intersection,At Intersection,,,Other,,,,Yes,,
2015-05-19 04:00:00,2015-05-19 04:00:00,43.679423,-79.382312,ROXBOROUGH ST E,WRENTHAM PL,Collector,Toronto and East York,Intersection,,Fatal,North,Bicycle,Turning Left,,,,,
2015-05-19 04:00:00,2015-05-19 04:00:00,43.679423,-79.382312,ROXBOROUGH ST E,WRENTHAM PL,Collector,Toronto and East York,Intersection,,Minimal,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2016-10-20 04:00:00,2016-10-20 04:00:00,43.753928,-79.265865,MIDWEST RD,MIDLAND AVE,Major Arterial,Scarborough,Intersection,Intersection Related,None,South,Passenger Van,Going Ahead,Driving Properly,Yes,Yes,,
2016-10-20 04:00:00,2016-10-20 04:00:00,43.753928,-79.265865,MIDWEST RD,MIDLAND AVE,Major Arterial,Scarborough,Intersection,Intersection Related,Major,East,,,,Yes,Yes,,
2012-07-23 04:00:00,2012-07-23 04:00:00,43.663045000000004,-79.38379,YONGE ST,GROSVENOR ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Minimal,East,"Automobile, Station Wagon",Turning Left,Driving Properly,,,,
2012-07-23 04:00:00,2012-07-23 04:00:00,43.663045000000004,-79.38379,YONGE ST,GROSVENOR ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,North,Bicycle,Going Ahead,,,,,
2011-01-25 05:00:00,2011-01-25 05:00:00,43.759445,-79.24659,MCCOWAN RD,ST ANDREWS RD,Major Arterial,Scarborough,Mid-Block,,,,Other,,,,Yes,,
2011-01-25 05:00:00,2011-01-25 05:00:00,43.759445,-79.24659,MCCOWAN RD,ST ANDREWS RD,Major Arterial,Scarborough,Mid-Block,,Minimal,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,,Yes,,
2011-01-25 05:00:00,2011-01-25 05:00:00,43.759445,-79.24659,MCCOWAN RD,ST ANDREWS RD,Major Arterial,Scarborough,Mid-Block,,Major,Unknown,Other,,,,Yes,,
2014-03-07 05:00:00,2014-03-07 05:00:00,43.816846999999996,-79.33645200000001,STEELES AVE E,PHARMACY AVE,Major Arterial,Scarborough,Intersection,At Intersection,Minimal,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,,Yes,,
2014-03-07 05:00:00,2014-03-07 05:00:00,43.816846999999996,-79.33645200000001,STEELES AVE E,PHARMACY AVE,Major Arterial,Scarborough,Intersection,At Intersection,None,North,"Automobile, Station Wagon",Stopped,Driving Properly,,Yes,,
2014-03-07 05:00:00,2014-03-07 05:00:00,43.816846999999996,-79.33645200000001,STEELES AVE E,PHARMACY AVE,Major Arterial,Scarborough,Intersection,At Intersection,Minimal,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2014-03-07 05:00:00,2014-03-07 05:00:00,43.816846999999996,-79.33645200000001,STEELES AVE E,PHARMACY AVE,Major Arterial,Scarborough,Intersection,At Intersection,Major,Unknown,,,,,Yes,,
2015-11-14 05:00:00,2015-11-14 05:00:00,43.699484999999996,-79.424945,1996 BATHURST ST,,Major Arterial,Toronto and East York,Mid-Block,Non Intersection,Fatal,,"Automobile, Station Wagon",,,,,,
2017-06-06 04:00:00,2017-06-06 04:00:00,43.688643,-79.36375,BAYVIEW AVE,POTTERY RD,Major Arterial,Toronto and East York,Mid-Block,Non Intersection,Major,South,Motorcycle,Slowing or Stopping,Lost control,,,,
2017-07-18 04:00:00,2017-07-18 04:00:00,43.793036,-79.33137099999999,VICTORIA PARK AVE,FINCH AVE E,Major Arterial,Scarborough,Intersection,At Intersection,None,South,Delivery Van,Going Ahead,Driving Properly,,,,
2017-07-18 04:00:00,2017-07-18 04:00:00,43.793036,-79.33137099999999,VICTORIA PARK AVE,FINCH AVE E,Major Arterial,Scarborough,Intersection,At Intersection,Major,East,,,,,,,
2013-02-20 05:00:00,2013-02-20 05:00:00,43.677245,-79.49609,JANE St,DALRYMPLE Dr,Major Arterial,Etobicoke York,Intersection,At Intersection,,,Other,,,,Yes,,
2012-07-24 04:00:00,2012-07-24 04:00:00,43.747345,-79.56439,FINCH AVE W,MILADY RD,Major Arterial,Etobicoke York,Intersection,,Major,Unknown,Other,,,,,,
2013-02-20 05:00:00,2013-02-20 05:00:00,43.677245,-79.49609,JANE St,DALRYMPLE Dr,Major Arterial,Etobicoke York,Intersection,At Intersection,Minor,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2009-11-07 05:00:00,2009-11-07 05:00:00,43.828245,-79.28719,STEELES Aven E,BRIMLEY Road,Major Arterial,Scarborough,Intersection,At Intersection,Major,North,Other,,,,Yes,,
2009-03-11 04:00:00,2009-03-11 04:00:00,43.760645000000004,-79.35849,LESMILL Road,DUNCAN MILL Road,Collector,North York,Intersection,At Intersection,None,North,Municipal Transit Bus (TTC),Turning Right,Failed to Yield Right of Way,,Yes,,
2017-08-28 04:00:00,2017-08-28 04:00:00,43.632731,-79.54344499999999,5450 DUNDAS ST W,,Major Arterial,Etobicoke York,Mid-Block,At/Near Private Drive,Major,,,,,,,,
2010-01-15 05:00:00,2010-01-15 05:00:00,43.744945,-79.58289,KIPLING AVE,STEVENSON RD,Major Arterial,Etobicoke York,Mid-Block,,,,Other,,,,,,
2012-07-24 04:00:00,2012-07-24 04:00:00,43.747345,-79.56439,FINCH AVE W,MILADY RD,Major Arterial,Etobicoke York,Intersection,,None,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2014-05-12 04:00:00,2014-05-12 04:00:00,43.666724,-79.331714,DUNDAS ST E,LESLIE ST,Minor Arterial,Toronto and East York,Intersection,At Intersection,None,West,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,,Yes,,
2014-05-12 04:00:00,2014-05-12 04:00:00,43.666724,-79.331714,DUNDAS ST E,LESLIE ST,Minor Arterial,Toronto and East York,Intersection,At Intersection,None,,,,,,Yes,,
2014-05-12 04:00:00,2014-05-12 04:00:00,43.666724,-79.331714,DUNDAS ST E,LESLIE ST,Minor Arterial,Toronto and East York,Intersection,At Intersection,None,,,,,,Yes,,
2014-05-12 04:00:00,2014-05-12 04:00:00,43.666724,-79.331714,DUNDAS ST E,LESLIE ST,Minor Arterial,Toronto and East York,Intersection,At Intersection,None,,,,,,Yes,,
2014-05-12 04:00:00,2014-05-12 04:00:00,43.666724,-79.331714,DUNDAS ST E,LESLIE ST,Minor Arterial,Toronto and East York,Intersection,At Intersection,Major,West,Bicycle,Going Ahead,,,Yes,,
2014-10-02 04:00:00,2014-10-02 04:00:00,43.696760999999995,-79.491908,581 TRETHEWEY DR,,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,None,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Yes,Yes,,
2014-10-02 04:00:00,2014-10-02 04:00:00,43.696760999999995,-79.491908,581 TRETHEWEY DR,,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,None,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Yes,Yes,,
2014-10-02 04:00:00,2014-10-02 04:00:00,43.696760999999995,-79.491908,581 TRETHEWEY DR,,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,Major,West,"Automobile, Station Wagon",Overtaking,Lost control,Yes,Yes,,
2014-10-02 04:00:00,2014-10-02 04:00:00,43.696760999999995,-79.491908,581 TRETHEWEY DR,,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,None,,,,,Yes,Yes,,
2014-10-02 04:00:00,2014-10-02 04:00:00,43.696760999999995,-79.491908,581 TRETHEWEY DR,,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,None,,,,,Yes,Yes,,
2014-10-02 04:00:00,2014-10-02 04:00:00,43.696760999999995,-79.491908,581 TRETHEWEY DR,,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,None,,,,,Yes,Yes,,
2014-10-02 04:00:00,2014-10-02 04:00:00,43.696760999999995,-79.491908,581 TRETHEWEY DR,,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,None,,,,,Yes,Yes,,
2018-07-13 04:00:00,2018-07-13 04:00:00,43.746162,-79.516216,FRITH RD,ROSEGLEN CR,Local,Etobicoke York,Mid-Block,Non Intersection,None,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2018-07-13 04:00:00,2018-07-13 04:00:00,43.746162,-79.516216,FRITH RD,ROSEGLEN CR,Local,Etobicoke York,Mid-Block,Non Intersection,Major,,,,,,,,
2010-11-19 05:00:00,2010-11-19 05:00:00,43.638445000000004,-79.39219,LOWER SPADINA AVE,LAKE SHORE BLVD W,Expressway,Toronto and East York,Intersection,At Intersection,,,Other,,,,,,
2010-11-19 05:00:00,2010-11-19 05:00:00,43.638445000000004,-79.39219,LOWER SPADINA AVE,LAKE SHORE BLVD W,Expressway,Toronto and East York,Intersection,At Intersection,None,South,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,,,,
2010-11-19 05:00:00,2010-11-19 05:00:00,43.638445000000004,-79.39219,LOWER SPADINA AVE,LAKE SHORE BLVD W,Expressway,Toronto and East York,Intersection,At Intersection,Fatal,East,Bicycle,Pulling Away from Shoulder or Curb,,,,,
2009-08-17 04:00:00,2009-08-17 04:00:00,43.740345,-79.40589,YONGE ST,MILL ST,Major Arterial,North York,Intersection,At Intersection,Major,North,Moped,Going Ahead,Lost control,,,,
2008-08-26 04:00:00,2008-08-26 04:00:00,43.680145,-79.43299,ST CLAIR AVE W,WINONA DR,Major Arterial,Toronto and East York,Mid-Block,,None,West,"Automobile, Station Wagon",Parked,Other,,,,
2008-08-26 04:00:00,2008-08-26 04:00:00,43.680145,-79.43299,ST CLAIR AVE W,WINONA DR,Major Arterial,Toronto and East York,Mid-Block,,Major,West,Bicycle,Going Ahead,,,,,
2009-12-15 05:00:00,2009-12-15 05:00:00,43.797045000000004,-79.28339,MIDLAND Aven,HUNTINGWOOD Driv,Major Arterial,Scarborough,Intersection,At Intersection,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2009-12-15 05:00:00,2009-12-15 05:00:00,43.797045000000004,-79.28339,MIDLAND Aven,HUNTINGWOOD Driv,Major Arterial,Scarborough,Intersection,At Intersection,None,North,"Automobile, Station Wagon",Turning Left,Improper Turn,,,,
2011-01-31 05:00:00,2011-01-31 05:00:00,43.725145,-79.23239000000001,KINGSTON RD,CATHEDRAL BLUFFS DR,Major Arterial,Scarborough,Intersection,At Intersection,None,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2011-01-31 05:00:00,2011-01-31 05:00:00,43.725145,-79.23239000000001,KINGSTON RD,CATHEDRAL BLUFFS DR,Major Arterial,Scarborough,Intersection,At Intersection,Major,North,Other,,,,Yes,,
2011-04-05 04:00:00,2011-04-05 04:00:00,43.655745,-79.45229,DUNDAS ST W,BLOOR ST W,Minor Arterial,Toronto and East York,Mid-Block,,None,,Other,,,,,,
2011-04-05 04:00:00,2011-04-05 04:00:00,43.655745,-79.45229,DUNDAS ST W,BLOOR ST W,Minor Arterial,Toronto and East York,Mid-Block,,Major,West,Other,Other,,,,,
2011-04-05 04:00:00,2011-04-05 04:00:00,43.655745,-79.45229,DUNDAS ST W,BLOOR ST W,Minor Arterial,Toronto and East York,Mid-Block,,None,North,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,,,,
2013-08-12 04:00:00,2013-08-12 04:00:00,43.783278,-79.288257,KENNEDY RD,SHEPPARD Ave E,Major Arterial,Scarborough,Intersection,At Intersection,,,Other,,,,,,
2013-08-12 04:00:00,2013-08-12 04:00:00,43.783278,-79.288257,KENNEDY RD,SHEPPARD Ave E,Major Arterial,Scarborough,Intersection,At Intersection,None,North,"Automobile, Station Wagon",Turning Left,Driving Properly,,,,
2013-08-12 04:00:00,2013-08-12 04:00:00,43.783278,-79.288257,KENNEDY RD,SHEPPARD Ave E,Major Arterial,Scarborough,Intersection,At Intersection,Major,West,Other,,,,,,
2016-08-29 04:00:00,2016-08-29 04:00:00,43.816851,-79.33642900000001,STEELES AVE E,PHARMACY AVE,Major Arterial,Scarborough,Intersection,At Intersection,None,East,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,,Yes,,
2016-08-29 04:00:00,2016-08-29 04:00:00,43.816851,-79.33642900000001,STEELES AVE E,PHARMACY AVE,Major Arterial,Scarborough,Intersection,At Intersection,Major,East,,,,,Yes,,
2008-05-30 04:00:00,2008-05-30 04:00:00,43.671345,-79.39019,BAY ST,YORKVILLE AVE,Major Arterial,Toronto and East York,Intersection,,,,Other,,,,,,
2008-05-30 04:00:00,2008-05-30 04:00:00,43.671345,-79.39019,BAY ST,YORKVILLE AVE,Major Arterial,Toronto and East York,Intersection,,None,West,"Automobile, Station Wagon",Turning Left,Driving Properly,,,,
2008-05-30 04:00:00,2008-05-30 04:00:00,43.671345,-79.39019,BAY ST,YORKVILLE AVE,Major Arterial,Toronto and East York,Intersection,,Fatal,East,Other,,,,,,
2010-03-01 05:00:00,2010-03-01 05:00:00,43.673945,-79.30789,WOODBINE Aven,KINGSTON Road,Major Arterial,Toronto and East York,Intersection,At Intersection,Minimal,,Other,,,Yes,Yes,Yes,
2010-03-01 05:00:00,2010-03-01 05:00:00,43.673945,-79.30789,WOODBINE Aven,KINGSTON Road,Major Arterial,Toronto and East York,Intersection,At Intersection,,,Other,,,Yes,Yes,Yes,
2010-03-01 05:00:00,2010-03-01 05:00:00,43.673945,-79.30789,WOODBINE Aven,KINGSTON Road,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,East,Truck - Open,Going Ahead,Driving Properly,Yes,Yes,Yes,
2010-03-01 05:00:00,2010-03-01 05:00:00,43.673945,-79.30789,WOODBINE Aven,KINGSTON Road,Major Arterial,Toronto and East York,Intersection,At Intersection,Minor,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Yes,Yes,Yes,
2017-07-26 04:00:00,2017-07-26 04:00:00,43.741427,-79.314204,LAWRENCE AVE E,CARNFORTH RD,Major Arterial,North York,Intersection,At Intersection,Major,West,Motorcycle,Going Ahead,Following too Close,,Yes,,
2017-07-26 04:00:00,2017-07-26 04:00:00,43.741427,-79.314204,LAWRENCE AVE E,CARNFORTH RD,Major Arterial,North York,Intersection,At Intersection,None,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,,Yes,,
2015-01-05 05:00:00,2015-01-05 05:00:00,43.761031,-79.465198,DUFFERIN ST,STEEPROCK DR,Major Arterial,North York,Intersection,At Intersection,Major,North,"Automobile, Station Wagon",Turning Left,Improper Turn,,Yes,Yes,
2015-01-05 05:00:00,2015-01-05 05:00:00,43.761031,-79.465198,DUFFERIN ST,STEEPROCK DR,Major Arterial,North York,Intersection,At Intersection,Minor,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,,Yes,Yes,
2015-01-05 05:00:00,2015-01-05 05:00:00,43.761031,-79.465198,DUFFERIN ST,STEEPROCK DR,Major Arterial,North York,Intersection,At Intersection,None,South,"Automobile, Station Wagon",Stopped,Driving Properly,,Yes,Yes,
2008-11-17 05:00:00,2008-11-17 05:00:00,43.643345000000004,-79.57249,RENFORTH Dr,BURNHAMTHORPE Rd,Major Arterial,Etobicoke York,Intersection,At Intersection,Major,North,"Automobile, Station Wagon",Stopped,Lost control,,,,
2008-11-17 05:00:00,2008-11-17 05:00:00,43.643345000000004,-79.57249,RENFORTH Dr,BURNHAMTHORPE Rd,Major Arterial,Etobicoke York,Intersection,At Intersection,None,South,"Automobile, Station Wagon",Stopped,Driving Properly,,,,
2008-11-17 05:00:00,2008-11-17 05:00:00,43.643345000000004,-79.57249,RENFORTH Dr,BURNHAMTHORPE Rd,Major Arterial,Etobicoke York,Intersection,At Intersection,None,South,"Automobile, Station Wagon",Stopped,Driving Properly,,,,
2012-12-20 05:00:00,2012-12-20 05:00:00,43.782345,-79.29219,SHEPPARD AVE E,ALLANFORD RD,Major Arterial,Scarborough,Mid-Block,,,,Other,,,,,,
2012-12-20 05:00:00,2012-12-20 05:00:00,43.782345,-79.29219,SHEPPARD AVE E,ALLANFORD RD,Major Arterial,Scarborough,Mid-Block,,None,West,"Automobile, Station Wagon",Going Ahead,Lost control,,,,
2012-12-20 05:00:00,2012-12-20 05:00:00,43.782345,-79.29219,SHEPPARD AVE E,ALLANFORD RD,Major Arterial,Scarborough,Mid-Block,,,,Other,,,,,,
2012-12-20 05:00:00,2012-12-20 05:00:00,43.782345,-79.29219,SHEPPARD AVE E,ALLANFORD RD,Major Arterial,Scarborough,Mid-Block,,Fatal,Unknown,Other,,,,,,
2013-08-13 04:00:00,2013-08-13 04:00:00,43.661390999999995,-79.543903,KIPLING Ave,THORNCREST RD,Major Arterial,Etobicoke York,Intersection,,Major,South,Motorcycle,Going Ahead,Driving Properly,Yes,Yes,,
2013-08-13 04:00:00,2013-08-13 04:00:00,43.661390999999995,-79.543903,KIPLING Ave,THORNCREST RD,Major Arterial,Etobicoke York,Intersection,,None,East,"Automobile, Station Wagon",Other,Failed to Yield Right of Way,Yes,Yes,,
2013-10-03 04:00:00,2013-10-03 04:00:00,43.733699,-79.342525,1090 DON MILLS Rd,,Major Arterial,North York,Mid-Block,,None,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2013-10-03 04:00:00,2013-10-03 04:00:00,43.733699,-79.342525,1090 DON MILLS Rd,,Major Arterial,North York,Mid-Block,,Major,South,Bicycle,Going Ahead,,,Yes,,
2016-01-16 05:00:00,2016-01-16 05:00:00,43.751265000000004,-79.63350200000001,STEELES AVE W,ALCIDE ST,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,Minor,West,"Automobile, Station Wagon",Going Ahead,Lost control,,,,
2016-01-16 05:00:00,2016-01-16 05:00:00,43.751265000000004,-79.63350200000001,STEELES AVE W,ALCIDE ST,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2009-12-06 05:00:00,2009-12-06 05:00:00,43.659745,-79.59409000000001,EGLINTON AVE W,EXPLORER DR,Major Arterial,Etobicoke York,Intersection,At Intersection,Major,West,"Automobile, Station Wagon",Stopped,Driving Properly,,Yes,,
2009-12-06 05:00:00,2009-12-06 05:00:00,43.659745,-79.59409000000001,EGLINTON AVE W,EXPLORER DR,Major Arterial,Etobicoke York,Intersection,At Intersection,,,Other,,,,Yes,,
2009-12-06 05:00:00,2009-12-06 05:00:00,43.659745,-79.59409000000001,EGLINTON AVE W,EXPLORER DR,Major Arterial,Etobicoke York,Intersection,At Intersection,None,West,"Automobile, Station Wagon",Going Ahead,Following too Close,,Yes,,
2009-12-06 05:00:00,2009-12-06 05:00:00,43.659745,-79.59409000000001,EGLINTON AVE W,EXPLORER DR,Major Arterial,Etobicoke York,Intersection,At Intersection,,,Other,,,,Yes,,
2008-06-06 04:00:00,2008-06-06 04:00:00,43.690945,-79.47149,EGLINTON AVE W,RICHARDSON AVE,Major Arterial,Etobicoke York,Intersection,At Intersection,Major,East,Motorcycle,Going Ahead,Lost control,,,,
2008-06-06 04:00:00,2008-06-06 04:00:00,43.690945,-79.47149,EGLINTON AVE W,RICHARDSON AVE,Major Arterial,Etobicoke York,Intersection,At Intersection,None,East,"Automobile, Station Wagon",Stopped,Driving Properly,,,,
2008-06-06 04:00:00,2008-06-06 04:00:00,43.690945,-79.47149,EGLINTON AVE W,RICHARDSON AVE,Major Arterial,Etobicoke York,Intersection,At Intersection,None,East,"Automobile, Station Wagon",Stopped,Driving Properly,,,,
2008-08-18 04:00:00,2008-08-18 04:00:00,43.809945,-79.33879,3807 VICTORIA PARK Ave,,Major Arterial,Scarborough,Mid-Block,,Minimal,South,"Automobile, Station Wagon",Going Ahead,Lost control,,,,
2008-08-18 04:00:00,2008-08-18 04:00:00,43.809945,-79.33879,3807 VICTORIA PARK Ave,,Major Arterial,Scarborough,Mid-Block,,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2011-06-03 04:00:00,2011-06-03 04:00:00,43.717045,-79.58059,62 RACINE DR,,Collector,Etobicoke York,Mid-Block,,,,Other,,,,,,
2011-06-03 04:00:00,2011-06-03 04:00:00,43.717045,-79.58059,62 RACINE DR,,Collector,Etobicoke York,Mid-Block,,Major,East,"Automobile, Station Wagon",Going Ahead,Lost control,,,,
2011-06-03 04:00:00,2011-06-03 04:00:00,43.717045,-79.58059,62 RACINE DR,,Collector,Etobicoke York,Mid-Block,,Minor,,Other,,,,,,
2011-06-03 04:00:00,2011-06-03 04:00:00,43.717045,-79.58059,62 RACINE DR,,Collector,Etobicoke York,Mid-Block,,,,Other,,,,,,
2011-06-03 04:00:00,2011-06-03 04:00:00,43.717045,-79.58059,62 RACINE DR,,Collector,Etobicoke York,Mid-Block,,Minor,West,Truck - Open,Going Ahead,Driving Properly,,,,
2011-06-03 04:00:00,2011-06-03 04:00:00,43.717045,-79.58059,62 RACINE DR,,Collector,Etobicoke York,Mid-Block,,,,Other,,,,,,
2012-09-20 04:00:00,2012-09-20 04:00:00,43.667544,-79.328189,DUNDAS St E,HILTZ Ave,Minor Arterial,Toronto and East York,Mid-Block,,Major,West,Motorcycle,Going Ahead,Lost control,,,,
2012-08-22 04:00:00,2012-08-22 04:00:00,43.837245,-79.24849,STEELES AVE E,TAPSCOTT RD,Major Arterial,Scarborough,Intersection,,None,,"Automobile, Station Wagon",,,,Yes,,
2012-08-22 04:00:00,2012-08-22 04:00:00,43.837245,-79.24849,STEELES AVE E,TAPSCOTT RD,Major Arterial,Scarborough,Intersection,,Minor,,Other,,,,Yes,,
2012-08-22 04:00:00,2012-08-22 04:00:00,43.837245,-79.24849,STEELES AVE E,TAPSCOTT RD,Major Arterial,Scarborough,Intersection,,,,Other,,,,Yes,,
2012-08-22 04:00:00,2012-08-22 04:00:00,43.837245,-79.24849,STEELES AVE E,TAPSCOTT RD,Major Arterial,Scarborough,Intersection,,Minimal,East,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,,Yes,,
2012-08-22 04:00:00,2012-08-22 04:00:00,43.837245,-79.24849,STEELES AVE E,TAPSCOTT RD,Major Arterial,Scarborough,Intersection,,None,West,"Automobile, Station Wagon",Stopped,Driving Properly,,Yes,,
2012-08-22 04:00:00,2012-08-22 04:00:00,43.837245,-79.24849,STEELES AVE E,TAPSCOTT RD,Major Arterial,Scarborough,Intersection,,None,West,"Automobile, Station Wagon",Stopped,Driving Properly,,Yes,,
2012-08-22 04:00:00,2012-08-22 04:00:00,43.837245,-79.24849,STEELES AVE E,TAPSCOTT RD,Major Arterial,Scarborough,Intersection,,Major,North,"Automobile, Station Wagon",Turning Left,Other,,Yes,,
2013-11-13 05:00:00,2013-11-13 05:00:00,43.727903999999995,-79.47845799999999,WILSON AVE,INGLESIDE DR,Major Arterial,North York,Intersection,Non Intersection,Major,West,Truck - Open,Going Ahead,Failed to Yield Right of Way,,Yes,,
2008-07-18 04:00:00,2008-07-18 04:00:00,43.649745,-79.38799,RICHMOND ST W,DUNCAN ST,Major Arterial,Toronto and East York,Mid-Block,,None,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2008-07-18 04:00:00,2008-07-18 04:00:00,43.649745,-79.38799,RICHMOND ST W,DUNCAN ST,Major Arterial,Toronto and East York,Mid-Block,,Major,West,"Automobile, Station Wagon",Turning Left,Improper Turn,,,,
2008-07-18 04:00:00,2008-07-18 04:00:00,43.649745,-79.38799,RICHMOND ST W,DUNCAN ST,Major Arterial,Toronto and East York,Mid-Block,,,,Other,,,,,,
2013-06-13 04:00:00,2013-06-13 04:00:00,43.652245,-79.36799,ADELAIDE ST E,SHERBOURNE ST,Major Arterial,Toronto and East York,Mid-Block,,,,Other,,,,,,
2013-06-13 04:00:00,2013-06-13 04:00:00,43.652245,-79.36799,ADELAIDE ST E,SHERBOURNE ST,Major Arterial,Toronto and East York,Mid-Block,,None,East,Truck - Open,Going Ahead,Driving Properly,,,,
2013-06-13 04:00:00,2013-06-13 04:00:00,43.652245,-79.36799,ADELAIDE ST E,SHERBOURNE ST,Major Arterial,Toronto and East York,Mid-Block,,Major,East,Bicycle,Going Ahead,,,,,
2010-05-01 04:00:00,2010-05-01 04:00:00,43.713545,-79.48479,MAPLE LEAF DR,CIRILLO CRT,Collector,Etobicoke York,Mid-Block,,Major,West,"Automobile, Station Wagon",Going Ahead,Lost control,,,,
2013-10-02 04:00:00,2013-10-02 04:00:00,43.648146000000004,-79.38219000000001,77 KING St W,,Major Arterial,Toronto and East York,Mid-Block,,None,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Yes,Yes,,
2013-10-02 04:00:00,2013-10-02 04:00:00,43.648146000000004,-79.38219000000001,77 KING St W,,Major Arterial,Toronto and East York,Mid-Block,,None,East,"Automobile, Station Wagon",Stopped,Other,Yes,Yes,,
2013-10-02 04:00:00,2013-10-02 04:00:00,43.648146000000004,-79.38219000000001,77 KING St W,,Major Arterial,Toronto and East York,Mid-Block,,Major,East,Bicycle,Overtaking,,Yes,Yes,,
